StateAbbr,StateDesc,CountyName,CountyFIPS,Geolocation,TotalPopulation,TotalPop18plus,SLEEP_CrudePrev,SLEEP_Crude95CI,SLEEP_AdjPrev,SLEEP_Adj95CI
ND,North Dakota,McHenry,38049,POINT (-100.636366140293 48.2345457396135),5189,3961,31.9,"(25.7, 38.5)",33.1,"(26.7, 39.8)"
TN,Tennessee,Trousdale,47169,POINT (-86.1558070520921 36.3926432948972),12111,9800,39.7,"(32.4, 47.3)",39.7,"(32.4, 47.2)"
TX,Texas,Collingsworth,48087,POINT (-100.270010483746 34.9648943872209),2568,1884,38.8,"(31.6, 46.6)",39.7,"(32.4, 47.6)"
MN,Minnesota,Stearns,27145,POINT (-94.6136347770547 45.5522658196664),160405,123115,30.2,"(25.9, 34.5)",31.3,"(27.0, 35.7)"
IN,Indiana,Lake,18089,POINT (-87.3820486032242 41.4171965042664),499689,384581,42.7,"(39.4, 46.2)",43.4,"(40.1, 46.9)"
IA,Iowa,Story,19169,POINT (-93.46507271122 42.0362299275331),99673,83826,27.1,"(22.7, 32.3)",29.1,"(24.4, 34.4)"
IA,Iowa,Fremont,19071,POINT (-95.6047023421803 40.7455695629106),6464,5043,30.7,"(24.5, 37.2)",32.7,"(26.3, 39.4)"
ID,Idaho,Idaho,16049,POINT (-115.467318915313 45.8440696715495),17593,14182,28.5,"(23.5, 33.9)",30.8,"(25.4, 36.5)"
IN,Indiana,Crawford,18025,POINT (-86.4517048200558 38.2922407682641),10536,8340,37.3,"(31.6, 45.8)",38.8,"(33.0, 47.3)"
ID,Idaho,Jerome,16053,POINT (-114.264298293712 42.6896258772635),25311,17886,34.2,"(28.2, 40.9)",34.6,"(28.6, 41.3)"
CO,Colorado,Ouray,8091,POINT (-107.769144102426 38.1549222125572),5100,4386,28.1,"(22.1, 34.5)",30.2,"(23.9, 36.9)"
MO,Missouri,Johnson,29101,POINT (-93.8063505442671 38.7442053510881),54368,42457,37.9,"(32.5, 43.6)",38.5,"(33.1, 44.3)"
UT,Utah,Wayne,49055,POINT (-110.903829194024 38.3244257886812),2645,2040,32.8,"(26.5, 39.9)",34.5,"(28.0, 41.8)"
WA,Washington,Whatcom,53073,POINT (-121.720925963031 48.82579127542),230677,188438,29.1,"(25.7, 32.7)",30.1,"(26.6, 33.8)"
KS,Kansas,Norton,20137,POINT (-99.9028494592187 39.7844810595208),5301,4279,35.2,"(28.8, 42.3)",36.3,"(29.8, 43.5)"
MS,Mississippi,Adams,28001,POINT (-91.3533573762559 31.4821297910114),28408,22639,39.2,"(33.0, 45.7)",40.4,"(34.1, 47.0)"
AL,Alabama,Sumter,1119,POINT (-88.1991356439475 32.5909755138009),11853,9573,46.0,"(38.3, 53.7)",48.3,"(40.6, 56.0)"
NJ,New Jersey,Union,34039,POINT (-74.3081933378035 40.6599800636579),569815,437770,39.3,"(34.9, 43.8)",39.7,"(35.3, 44.2)"
NE,Nebraska,Hooker,31091,POINT (-101.135429269062 41.9158624344569),686,540,30.1,"(24.3, 36.4)",33.3,"(27.0, 40.0)"
SD,South Dakota,Jackson,46071,POINT (-101.628319918733 43.6942696565239),2821,1780,34.8,"(29.3, 40.4)",35.7,"(30.1, 41.3)"
TX,Texas,Reagan,48383,POINT (-101.523265939639 31.3660704106608),3135,2239,39.7,"(32.0, 48.0)",39.7,"(32.0, 47.9)"
NC,North Carolina,Pitt,37147,POINT (-77.374678818702 35.5934498276118),173542,136973,34.8,"(28.8, 40.7)",36.1,"(29.9, 42.1)"
MO,Missouri,Franklin,29071,POINT (-91.0749187690353 38.4109187921917),105879,82474,33.6,"(27.9, 40.2)",34.5,"(28.7, 41.1)"
VT,Vermont,Orleans,50019,POINT (-72.2433151551954 44.8289966062728),27666,22319,34.4,"(30.0, 39.1)",35.9,"(31.3, 40.6)"
LA,Louisiana,Calcasieu,22019,POINT (-93.3580834138664 30.2293955224679),202418,152767,38.7,"(33.8, 43.9)",39.4,"(34.4, 44.6)"
CO,Colorado,Las Animas,8071,POINT (-104.038483644845 37.3157419323051),14327,11728,33.9,"(27.4, 41.1)",36.0,"(29.3, 43.5)"
CA,California,Lassen,6035,POINT (-120.594352001291 40.6734626858289),29904,24446,39.3,"(32.4, 46.6)",39.8,"(32.8, 47.1)"
TX,Texas,Moore,48341,POINT (-101.893022217269 35.8377251925655),20996,14521,39.0,"(31.6, 46.5)",39.3,"(31.9, 46.8)"
MI,Michigan,Emmet,26047,POINT (-84.8899552327886 45.5197272377551),34163,28015,28.4,"(23.0, 34.6)",30.0,"(24.3, 36.4)"
MA,Massachusetts,Hampshire,25015,POINT (-72.6630607344035 42.34025166646),162588,140072,31.5,"(26.8, 36.4)",33.6,"(28.7, 38.7)"
GA,Georgia,Wilkes,13317,POINT (-82.7437664263874 33.782133170124),9599,7615,39.1,"(31.8, 46.4)",41.2,"(33.8, 48.6)"
MO,Missouri,Audrain,29007,POINT (-91.8416751879815 39.2156646217742),24434,18866,40.6,"(33.6, 47.4)",41.7,"(34.6, 48.6)"
VA,Virginia,Appomattox,51011,POINT (-78.8129296212551 37.3725859404648),16748,13090,37.3,"(30.7, 44.6)",38.7,"(32.0, 46.1)"
CO,Colorado,Custer,8027,POINT (-105.367401067627 38.1086576046289),5335,4551,29.2,"(22.7, 36.1)",31.0,"(24.3, 38.3)"
OK,Oklahoma,Alfalfa,40003,POINT (-98.3236264385792 36.7310186349503),5637,4535,34.6,"(28.0, 42.0)",35.0,"(28.4, 42.4)"
AL,Alabama,Etowah,1055,POINT (-86.0349319631417 34.0451449448922),103088,81013,45.0,"(38.3, 51.7)",46.2,"(39.4, 52.9)"
WA,Washington,Clallam,53009,POINT (-123.927567541856 48.0491734486978),77805,65225,28.2,"(24.1, 32.6)",31.2,"(26.8, 35.7)"
GA,Georgia,Chatham,13051,POINT (-81.1324941916333 32.0044135152861),301107,239767,41.7,"(36.9, 46.7)",42.6,"(37.8, 47.6)"
IL,Illinois,Kane,17089,POINT (-88.4286530053985 41.9388449043496),514182,392633,34.7,"(29.4, 40.3)",35.2,"(29.9, 40.9)"
MS,Mississippi,Holmes,28051,POINT (-90.0916047418867 33.123237616145),16121,12171,43.0,"(35.4, 50.2)",44.2,"(36.4, 51.4)"
OK,Oklahoma,Harmon,40057,POINT (-99.8462507485967 34.7440546602759),2428,1778,36.9,"(29.8, 44.5)",38.5,"(31.2, 46.2)"
AK,Alaska,Bristol Bay,2060,POINT (-156.700132487576 58.7440261738219),865,680,37.0,"(30.4, 43.9)",38.0,"(31.3, 45.0)"
GA,Georgia,Bacon,13005,POINT (-82.4524072121804 31.5537937122315),11191,8344,39.6,"(32.3, 47.3)",40.5,"(33.2, 48.2)"
LA,Louisiana,Jackson,22049,POINT (-92.5578529805533 32.3020869498854),14839,11687,40.2,"(33.4, 47.4)",41.7,"(34.7, 48.9)"
MO,Missouri,Cass,29037,POINT (-94.3549892185176 38.6468597485466),110394,84811,38.5,"(32.9, 44.4)",39.3,"(33.6, 45.2)"
AL,Alabama,Clarke,1025,POINT (-87.8308687688628 31.6768474292414),22515,17657,42.4,"(35.2, 49.7)",44.0,"(36.6, 51.3)"
OK,Oklahoma,Pittsburg,40121,POINT (-95.7484483900286 34.9238785325748),43613,33679,42.1,"(35.6, 48.8)",43.7,"(37.0, 50.4)"
NJ,New Jersey,Mercer,34021,POINT (-74.7023323173661 40.2835018364703),380688,299195,36.2,"(31.5, 41.0)",37.0,"(32.3, 41.8)"
WV,West Virginia,Mingo,54059,POINT (-82.1354107949466 37.7274399594806),22573,17541,47.6,"(40.7, 54.6)",48.7,"(41.7, 55.7)"
NE,Nebraska,Cedar,31027,POINT (-97.2523825573768 42.5991908154162),8371,6215,28.4,"(23.2, 34.2)",30.1,"(24.7, 36.0)"
GA,Georgia,Floyd,13115,POINT (-85.213993756054 34.263196511633),99443,77211,34.5,"(28.6, 40.7)",35.3,"(29.3, 41.5)"
KS,Kansas,Kearny,20093,POINT (-101.320392299611 38.0002497291465),3855,2760,34.8,"(28.1, 41.9)",35.9,"(29.1, 43.1)"
WI,Wisconsin,Waushara,55137,POINT (-89.2429754089233 44.1131612071157),24999,20572,31.3,"(25.6, 37.3)",33.5,"(27.6, 39.7)"
FL,Florida,Suwannee,12121,POINT (-82.9914794385167 30.1954182571874),45411,35973,42.3,"(36.7, 48.1)",43.8,"(38.1, 49.6)"
AL,Alabama,Pike,1109,POINT (-85.9407627085231 31.8027535253528),33014,26725,38.7,"(32.3, 45.5)",40.1,"(33.7, 46.9)"
OR,Oregon,Gilliam,41021,POINT (-120.211219946711 45.3782057221494),2018,1620,29.2,"(23.2, 35.8)",31.6,"(25.2, 38.5)"
ID,Idaho,Elmore,16039,POINT (-115.469239162231 43.3536731193916),29403,22428,36.9,"(30.8, 43.6)",37.6,"(31.5, 44.3)"
ND,North Dakota,Renville,38075,POINT (-101.657740690503 48.7189833079028),2220,1734,33.0,"(26.5, 40.3)",34.5,"(27.7, 41.9)"
SC,South Carolina,Calhoun,45017,POINT (-80.7814717869685 33.6751078157206),14179,11557,37.0,"(30.4, 44.3)",38.8,"(32.0, 46.2)"
NE,Nebraska,Keya Paha,31103,POINT (-99.7121324494875 42.8788332283108),787,640,27.7,"(21.7, 34.2)",30.9,"(24.4, 37.9)"
CT,Connecticut,Northeastern Connecticut,9150,POINT (-71.977031834417 41.8270602334583),96196,77351,37.6,"(33.3, 42.0)",37.4,"(34.1, 41.0)"
PA,Pennsylvania,Northampton,42095,POINT (-75.3074851332014 40.7545552605228),318526,258105,35.8,"(29.7, 42.0)",37.1,"(30.9, 43.4)"
WI,Wisconsin,Barron,55005,POINT (-91.848303667076 45.4237663276908),46843,37069,32.3,"(26.9, 38.3)",33.8,"(28.3, 40.0)"
VA,Virginia,Powhatan,51145,POINT (-77.9156484186673 37.5503914619594),31489,25834,30.8,"(24.7, 37.3)",31.2,"(25.1, 37.8)"
MI,Michigan,Kalamazoo,26077,POINT (-85.5312062397091 42.2454777991442),261173,206067,28.4,"(23.3, 33.9)",29.5,"(24.3, 35.1)"
PA,Pennsylvania,Washington,42125,POINT (-80.2485444480046 40.1894077449089),210383,169635,36.7,"(30.8, 43.2)",38.4,"(32.4, 45.0)"
NY,New York,Orange,36071,POINT (-74.3057809751328 41.4020305314041),405941,303067,37.7,"(33.1, 42.6)",38.4,"(33.8, 43.3)"
MN,Minnesota,Otter Tail,27111,POINT (-95.7078793654923 46.4088832943757),60519,47527,31.6,"(26.9, 36.3)",33.7,"(28.8, 38.6)"
WI,Wisconsin,Juneau,55057,POINT (-90.1137331257287 43.9244511950016),26866,21737,32.7,"(26.7, 39.3)",34.3,"(28.2, 41.1)"
MI,Michigan,Van Buren,26159,POINT (-86.0189849173551 42.2513302193459),75692,58530,33.9,"(27.7, 40.7)",35.0,"(28.6, 41.9)"
IL,Illinois,Coles,17029,POINT (-88.2217255465441 39.5203156135234),46334,37967,37.2,"(30.2, 44.5)",38.3,"(31.2, 45.6)"
IN,Indiana,Wayne,18177,POINT (-85.0099470794164 39.8643259685154),66273,51399,39.5,"(33.4, 45.6)",40.7,"(34.7, 46.9)"
AR,Arkansas,Izard,5065,POINT (-91.9133749044468 36.0947862703415),14048,11539,35.4,"(29.2, 42.4)",38.0,"(31.5, 45.2)"
TX,Texas,Starr,48427,POINT (-98.7382150287698 26.5621954230655),65728,44564,42.2,"(35.0, 49.8)",42.7,"(35.4, 50.2)"
IN,Indiana,Dearborn,18029,POINT (-84.9732604057513 39.1452474357502),51138,39998,34.8,"(28.6, 41.3)",35.6,"(29.4, 42.2)"
GA,Georgia,Paulding,13223,POINT (-84.8673497628698 33.9202190226087),178421,133467,41.8,"(35.7, 48.4)",41.7,"(35.6, 48.2)"
MT,Montana,Phillips,30071,POINT (-107.913858929486 48.2595346646896),4240,3230,34.2,"(28.2, 40.6)",36.0,"(29.8, 42.6)"
VA,Virginia,Lynchburg,51680,POINT (-79.1900223169948 37.4000094023824),79287,64169,36.5,"(30.4, 42.5)",37.7,"(31.6, 43.8)"
WV,West Virginia,Doddridge,54017,POINT (-80.7064287510437 39.2695178781485),7698,6663,43.5,"(35.8, 51.5)",44.8,"(36.9, 52.9)"
NE,Nebraska,Saunders,31155,POINT (-96.637269187497 41.2262451114661),23118,17404,28.4,"(22.6, 34.0)",29.4,"(23.5, 35.1)"
KY,Kentucky,Lawrence,21127,POINT (-82.7348687502246 38.0677301038054),16109,12247,41.7,"(34.3, 48.8)",42.4,"(35.0, 49.6)"
KY,Kentucky,Union,21225,POINT (-87.9455809653809 37.6583215189591),12961,10597,40.4,"(33.2, 47.8)",41.4,"(34.1, 48.8)"
MI,Michigan,Baraga,26013,POINT (-88.3656415192921 46.6623658055755),8277,6819,36.2,"(30.4, 44.2)",38.0,"(32.1, 46.1)"
ND,North Dakota,Bowman,38011,POINT (-103.520447958008 46.1126064758621),2894,2191,33.7,"(27.2, 40.5)",35.4,"(28.7, 42.3)"
MN,Minnesota,Cottonwood,27033,POINT (-95.1811979875196 44.0071442120805),11356,8493,31.2,"(25.0, 37.5)",33.5,"(27.0, 40.0)"
WY,Wyoming,Campbell,56005,POINT (-105.548057845911 44.2485738556036),47058,34661,34.3,"(29.3, 39.7)",34.3,"(29.3, 39.7)"
AL,Alabama,Monroe,1099,POINT (-87.3654708804686 31.570816777416),19404,15344,44.0,"(36.7, 51.7)",45.6,"(38.2, 53.4)"
TN,Tennessee,Claiborne,47025,POINT (-83.6607122651214 36.485879907484),32431,26269,38.6,"(31.5, 46.1)",40.2,"(33.0, 47.8)"
TX,Texas,Victoria,48469,POINT (-96.971246868266 28.7963664329227),91065,68364,38.5,"(31.7, 46.1)",39.4,"(32.5, 47.1)"
TX,Texas,Tyler,48457,POINT (-94.3765374260976 30.7714339514186),20030,16124,37.6,"(30.4, 45.2)",39.5,"(32.2, 47.2)"
GA,Georgia,Jackson,13157,POINT (-83.5667016033368 34.1340446581635),83936,63089,37.6,"(31.4, 44.1)",38.0,"(31.8, 44.6)"
OH,Ohio,Champaign,39021,POINT (-83.7695338263695 40.1377112794664),38709,30246,41.4,"(34.5, 48.4)",42.2,"(35.3, 49.3)"
KY,Kentucky,Pike,21195,POINT (-82.3954805678055 37.4688416421726),56286,44855,44.5,"(38.0, 51.0)",46.1,"(39.5, 52.5)"
FL,Florida,Dixie,12029,POINT (-83.1587103063714 29.6080635127126),17124,14033,40.2,"(34.3, 46.3)",42.4,"(36.4, 48.6)"
TX,Texas,Palo Pinto,48363,POINT (-98.313009663541 32.7532102254697),29239,22471,38.6,"(31.8, 45.5)",40.1,"(33.1, 47.1)"
OK,Oklahoma,Jefferson,40067,POINT (-97.8360732655638 34.1106274427473),5389,4067,36.9,"(30.0, 44.4)",38.2,"(31.2, 45.9)"
NV,Nevada,Carson City,32510,POINT (-119.747365240119 39.1512170685108),58130,46587,34.8,"(29.3, 41.3)",36.2,"(30.5, 42.7)"
KY,Kentucky,Pendleton,21191,POINT (-84.3604490430322 38.6954211173796),14676,11324,41.9,"(34.6, 49.2)",42.8,"(35.4, 50.2)"
CA,California,Stanislaus,6099,POINT (-120.997769063577 37.5591258572026),551275,405382,35.1,"(29.8, 41.3)",35.6,"(30.1, 41.8)"
TN,Tennessee,Giles,47055,POINT (-87.0345603715806 35.2019300630464),30554,24154,39.9,"(33.2, 46.6)",41.5,"(34.6, 48.3)"
NC,North Carolina,Avery,37011,POINT (-81.9225713884377 36.0766997215744),17571,15070,32.1,"(25.6, 39.4)",33.8,"(27.0, 41.2)"
KS,Kansas,Franklin,20059,POINT (-95.2859733704337 38.5644034171056),25992,20095,32.1,"(26.5, 38.1)",32.9,"(27.2, 39.0)"
TX,Texas,Carson,48065,POINT (-101.354227201503 35.4035188454549),5784,4456,36.3,"(29.4, 43.8)",37.5,"(30.4, 45.1)"
IA,Iowa,Carroll,19027,POINT (-94.8604844719418 42.0361851718528),20567,15610,30.7,"(25.0, 36.8)",32.4,"(26.5, 38.7)"
AR,Arkansas,Union,5139,POINT (-92.5973698311478 33.1712847934414),37752,28789,39.1,"(32.9, 45.2)",40.3,"(34.1, 46.5)"
SD,South Dakota,Turner,46125,POINT (-97.1487446304815 43.3109195465038),8856,6666,27.5,"(21.3, 33.7)",28.8,"(22.4, 35.2)"
MI,Michigan,Gladwin,26051,POINT (-84.3883476679663 43.9906644409479),25728,20851,32.6,"(26.4, 39.4)",34.7,"(28.3, 41.8)"
FL,Florida,Holmes,12059,POINT (-85.8140150573272 30.8679836113021),19651,15633,43.8,"(38.2, 49.6)",45.2,"(39.4, 51.0)"
IN,Indiana,Boone,18011,POINT (-86.4687008265173 40.0508624589323),74164,55552,33.0,"(27.3, 39.1)",33.4,"(27.7, 39.6)"
WI,Wisconsin,Oconto,55083,POINT (-88.2696027619254 45.0262847415341),39633,31850,32.0,"(26.2, 38.3)",32.9,"(27.0, 39.3)"
MS,Mississippi,Scott,28123,POINT (-89.537764935984 32.4066152666052),27707,20035,39.1,"(32.7, 45.7)",39.9,"(33.5, 46.6)"
TN,Tennessee,Jefferson,47089,POINT (-83.4467028415514 36.05086022055),56727,45982,35.8,"(29.1, 42.8)",37.0,"(30.2, 44.1)"
KS,Kansas,Marion,20115,POINT (-97.0970463098724 38.3590216150399),11868,9349,29.9,"(24.5, 35.7)",31.5,"(25.9, 37.6)"
MT,Montana,Powell,30077,POINT (-112.936298354733 46.8565994414636),7051,6019,34.4,"(28.1, 41.3)",35.4,"(28.9, 42.2)"
MA,Massachusetts,Franklin,25011,POINT (-72.5917508209882 42.583226696317),70894,59255,32.7,"(27.6, 37.9)",34.2,"(29.0, 39.5)"
TX,Texas,Cooke,48097,POINT (-97.2125058792431 33.6394026274066),43050,33328,37.7,"(30.4, 45.3)",38.9,"(31.5, 46.5)"
OK,Oklahoma,Comanche,40031,POINT (-98.4716775335911 34.6621575837988),123046,93733,43.3,"(38.1, 48.7)",44.0,"(38.7, 49.3)"
SC,South Carolina,Saluda,45081,POINT (-81.7266181093402 34.0062238392949),18938,14824,39.9,"(33.3, 46.0)",41.1,"(34.5, 47.3)"
SC,South Carolina,Aiken,45003,POINT (-81.6346441307113 33.5443374683199),174150,137393,37.1,"(33.2, 41.2)",38.4,"(34.5, 42.6)"
MN,Minnesota,Lincoln,27081,POINT (-96.2671724057144 44.4124362531334),5580,4278,29.1,"(23.1, 35.5)",31.0,"(24.7, 37.6)"
NE,Nebraska,Cuming,31039,POINT (-96.7873443172447 41.9163605568558),8929,6770,29.3,"(23.6, 35.3)",31.0,"(25.1, 37.2)"
GA,Georgia,Webster,13307,POINT (-84.5496149265342 32.0471175973242),2328,1917,40.3,"(32.9, 48.0)",42.5,"(34.8, 50.2)"
AK,Alaska,Nome,2180,POINT (-164.033919932189 64.9109901665876),9835,6518,44.3,"(38.1, 51.0)",44.0,"(37.8, 50.7)"
AR,Arkansas,Monroe,5095,POINT (-91.2039164853539 34.6778463256655),6564,5069,40.9,"(33.7, 48.7)",43.0,"(35.7, 50.8)"
IL,Illinois,Pope,17151,POINT (-88.5615481821764 37.4125961157653),3770,3378,34.6,"(27.4, 42.1)",37.5,"(29.9, 45.3)"
TN,Tennessee,Stewart,47161,POINT (-87.8381444048975 36.5016727803676),14035,11073,38.4,"(31.3, 46.2)",39.4,"(32.2, 47.3)"
IN,Indiana,Pulaski,18131,POINT (-86.6987353945278 41.0417882461635),12485,9767,35.6,"(28.8, 43.0)",37.3,"(30.3, 44.9)"
KS,Kansas,Sheridan,20179,POINT (-100.441825865543 39.3501816058201),2425,1831,30.8,"(24.6, 37.4)",32.7,"(26.2, 39.5)"
IL,Illinois,Carroll,17015,POINT (-89.9343026396068 42.0685587636112),15529,12722,34.0,"(27.1, 41.6)",35.6,"(28.4, 43.3)"
ME,Maine,York,23031,POINT (-70.714261699275 43.4783427124924),216732,178632,30.7,"(27.0, 34.6)",31.7,"(28.0, 35.6)"
SC,South Carolina,Lancaster,45057,POINT (-80.7059247388168 34.6870683230916),104577,82418,37.7,"(32.7, 42.7)",39.1,"(34.1, 44.2)"
OH,Ohio,Henry,39069,POINT (-84.0682769490792 41.3339046653253),27512,21208,38.3,"(31.8, 45.1)",39.5,"(33.0, 46.4)"
SC,South Carolina,Union,45087,POINT (-81.618996702371 34.6903673806901),26752,21189,39.4,"(32.5, 46.5)",41.0,"(34.0, 48.2)"
PA,Pennsylvania,Wyoming,42131,POINT (-76.0164691320074 41.5183545389591),26014,21071,37.8,"(30.9, 45.0)",39.3,"(32.3, 46.6)"
WI,Wisconsin,Richland,55103,POINT (-90.4295276874604 43.375594361217),17090,13561,32.7,"(26.7, 39.3)",34.9,"(28.7, 41.8)"
TN,Tennessee,Weakley,47183,POINT (-88.7178150533076 36.2982021322269),33063,26911,38.6,"(31.3, 45.4)",40.1,"(32.7, 47.0)"
CA,California,Alameda,6001,POINT (-121.888566503138 37.6463311425304),1628997,1311253,34.9,"(30.8, 39.1)",35.1,"(31.0, 39.4)"
MD,Maryland,Montgomery,24031,POINT (-77.2047730488674 39.1362604928732),1052521,815652,33.1,"(30.0, 36.2)",33.9,"(30.8, 37.1)"
TX,Texas,Roberts,48393,POINT (-100.813194100652 35.8380987731575),803,619,35.7,"(28.7, 43.2)",37.6,"(30.4, 45.2)"
OH,Ohio,Shelby,39149,POINT (-84.2045776565192 40.3315252576962),47671,36084,38.3,"(32.3, 45.2)",39.6,"(33.4, 46.5)"
KS,Kansas,Cherokee,20021,POINT (-94.8462023880387 37.1693093631989),19088,14731,35.9,"(30.1, 42.3)",37.0,"(31.1, 43.5)"
GA,Georgia,Butts,13035,POINT (-83.9566698417537 33.2871632593122),26649,21227,39.1,"(32.0, 46.5)",39.5,"(32.4, 47.0)"
TX,Texas,McLennan,48309,POINT (-97.2019674339833 31.5524344159356),266836,203421,38.9,"(32.4, 45.5)",40.1,"(33.5, 46.9)"
AR,Arkansas,Randolph,5121,POINT (-91.027601124923 36.3412861990406),18837,14222,37.0,"(30.7, 43.9)",38.1,"(31.8, 45.1)"
IA,Iowa,Hancock,19081,POINT (-93.7343499073562 43.0818360710642),10685,8409,32.2,"(25.9, 39.0)",34.1,"(27.6, 41.2)"
AR,Arkansas,Ashley,5003,POINT (-91.7684677225088 33.1912395259672),18354,14253,42.1,"(35.7, 49.3)",43.8,"(37.2, 51.0)"
IL,Illinois,Schuyler,17169,POINT (-90.6156157284893 40.1578013814865),6746,5560,36.2,"(29.6, 44.5)",37.5,"(30.8, 46.0)"
TX,Texas,Bell,48027,POINT (-97.4786872418696 31.0373016000356),388386,282224,42.4,"(37.9, 47.1)",42.6,"(38.2, 47.3)"
NY,New York,Kings,36047,POINT (-73.9387324483995 40.6395174918373),2590516,2017623,39.8,"(36.8, 42.7)",40.1,"(37.1, 43.0)"
MS,Mississippi,Bolivar,28011,POINT (-90.8805163159369 33.7970211269525),29370,22209,37.1,"(31.2, 43.4)",38.0,"(32.1, 44.4)"
MI,Michigan,Macomb,26099,POINT (-82.9322750277033 42.695884588644),874195,695270,38.2,"(34.2, 42.3)",39.0,"(35.0, 43.2)"
TN,Tennessee,Lauderdale,47097,POINT (-89.6304821816215 35.7604312317412),24793,19335,45.7,"(38.3, 53.1)",46.6,"(39.2, 54.0)"
CA,California,Riverside,6065,POINT (-115.994764890688 33.7437710409515),2473902,1880349,38.0,"(33.8, 42.1)",38.5,"(34.4, 42.7)"
OK,Oklahoma,Creek,40037,POINT (-96.3708202661878 35.9025321078939),72699,55945,39.2,"(33.1, 45.5)",40.3,"(34.0, 46.7)"
TX,Texas,Irion,48235,POINT (-100.982444582177 31.3037547121267),1530,1180,36.5,"(32.4, 41.0)",37.7,"(33.5, 42.2)"
OR,Oregon,Lane,41039,POINT (-122.847628020787 43.9385513109885),382353,316323,30.1,"(26.0, 34.2)",31.9,"(27.7, 36.2)"
OH,Ohio,Jackson,39079,POINT (-82.6182154386703 39.019742017525),32586,24880,40.9,"(35.1, 47.1)",41.4,"(35.6, 47.6)"
CO,Colorado,Jackson,8057,POINT (-106.3432000444 40.6666752317322),1302,1071,31.1,"(24.6, 38.1)",32.4,"(25.8, 39.6)"
OR,Oregon,Columbia,41009,POINT (-123.088290084519 45.9437953031149),53588,42749,33.1,"(27.2, 39.2)",34.0,"(28.1, 40.2)"
SD,South Dakota,Dewey,46041,POINT (-100.87173450136 45.1566039411304),5140,3177,36.3,"(30.9, 42.0)",36.1,"(30.7, 41.8)"
TX,Texas,Hardin,48199,POINT (-94.3903008121977 30.3323844074931),57811,43573,39.5,"(33.2, 46.0)",40.4,"(34.0, 46.9)"
SD,South Dakota,Pennington,46103,POINT (-102.823909570925 44.0038768351285),114461,89468,31.7,"(27.8, 35.7)",32.7,"(28.8, 36.8)"
NC,North Carolina,Alleghany,37005,POINT (-81.1272787621881 36.4916227409052),11185,9346,32.6,"(25.9, 39.7)",35.1,"(28.1, 42.4)"
TN,Tennessee,Moore,47127,POINT (-86.3576866745912 35.2848060919362),6742,5405,37.4,"(30.0, 44.7)",38.8,"(31.4, 46.1)"
WA,Washington,Stevens,53065,POINT (-117.855286410546 48.3988656943295),48229,38186,30.7,"(26.9, 34.8)",32.1,"(28.2, 36.3)"
IN,Indiana,Warren,18171,POINT (-87.3534829538668 40.346975973543),8461,6612,38.7,"(31.6, 45.6)",40.3,"(33.1, 47.4)"
WV,West Virginia,Summers,54089,POINT (-80.8583805903992 37.6558327507211),11762,9939,41.5,"(34.7, 48.6)",43.4,"(36.6, 50.7)"
TX,Texas,Houston,48225,POINT (-95.423014721368 31.3177915208724),21950,17601,40.3,"(33.3, 47.7)",41.9,"(34.8, 49.4)"
SD,South Dakota,Sully,46119,POINT (-100.132205430903 44.7153191297271),1471,1174,28.1,"(21.9, 35.3)",30.6,"(24.0, 38.2)"
LA,Louisiana,Ascension,22005,POINT (-90.9107437898209 30.2037735044567),130458,96547,39.9,"(34.0, 45.9)",39.8,"(34.0, 45.8)"
FL,Florida,St. Lucie,12111,POINT (-80.4710598919163 27.3776983118629),358704,288826,36.6,"(31.3, 42.2)",38.7,"(33.1, 44.4)"
MO,Missouri,Reynolds,29179,POINT (-90.9691331019274 37.3624352764614),6006,4852,39.1,"(32.2, 46.3)",41.1,"(33.9, 48.4)"
NM,New Mexico,Grant,35017,POINT (-108.382402993198 32.7387900017059),27686,22586,31.2,"(25.3, 37.1)",33.9,"(27.7, 40.0)"
KY,Kentucky,Caldwell,21033,POINT (-87.8682999178812 37.1454911977858),12570,9708,39.4,"(32.2, 46.9)",40.8,"(33.5, 48.4)"
GA,Georgia,Clayton,13063,POINT (-84.3578579480575 33.5414016249358),296564,217328,45.3,"(40.2, 50.7)",45.1,"(40.1, 50.6)"
TX,Texas,Wood,48499,POINT (-95.3822087220849 32.7867167347459),46857,38190,34.5,"(28.0, 41.7)",36.9,"(30.2, 44.3)"
AK,Alaska,Ketchikan Gateway,2130,POINT (-130.936350933263 55.586579401666),13741,10954,38.0,"(32.9, 43.6)",38.8,"(33.7, 44.4)"
MO,Missouri,Grundy,29079,POINT (-93.5654242351413 40.1140355084448),9838,7378,37.0,"(30.1, 44.2)",38.7,"(31.7, 46.2)"
VA,Virginia,Spotsylvania,51177,POINT (-77.6557235887832 38.1847024527144),146688,111328,40.7,"(34.7, 46.7)",41.1,"(35.1, 47.1)"
KY,Kentucky,Hopkins,21107,POINT (-87.5408326527605 37.3081444900735),44812,34572,43.8,"(37.4, 50.5)",44.6,"(38.1, 51.3)"
IN,Indiana,Jay,18075,POINT (-85.0057727309693 40.4379561738952),20198,15108,38.6,"(31.9, 45.9)",39.7,"(33.0, 47.1)"
MN,Minnesota,Kandiyohi,27067,POINT (-95.004346848332 45.1525013976106),43839,33323,31.2,"(25.6, 36.9)",32.3,"(26.6, 38.1)"
